quiz_type,days_in,cleaned_label,timestamp_start,duration,reserved,subscore,final_score,ways_accept_resp,ways_confrontive,ways_distancing,ways_escape,ways_problem_solving,ways_positive_reappraisal,ways_seeking_social_support,ways_self_controlling,user_id,quiz_id,interruption_duration,max_value_possible,min_value_possible,number_of_pages
"The Ways of Coping",2,pre_study,1606578795793,9.081316666666666,NULL,"Accepting responsibility: 5
Confrontive Coping: 6
Distancing: 6
Escape-Avoidance: 5
Positive reappraisal: 8
Planful problem-solving: 7
Seeking social support: 6
Self-controlling: 8
",78,5,6,6,5,7,8,6,8,bcc8a6a36530e968348880fddf639cb7580ba5e7087e7943808c791e4efa1ea9,4quzo6h9jb,680113,198,0,10
"The Ways of Coping",0,pre_study,1606603080230,24.534316666666665,NULL,"Accepting responsibility: 3
Confrontive Coping: 7
Distancing: 10
Escape-Avoidance: 7
Positive reappraisal: 12
Planful problem-solving: 10
Seeking social support: 12
Self-controlling: 8
",93,3,7,10,7,10,12,12,8,4764efbd43e3f0cdf00cb9f88d284d8c31f1f2fd2157f84ab0d608110f4b020b,ibinruh2kb,322169,198,0,10
"The Ways of Coping",0,pre_study,1606638647556,9.4962,NULL,"Accepting responsibility: 8
Confrontive Coping: 7
Distancing: 3
Escape-Avoidance: 9
Positive reappraisal: 13
Planful problem-solving: 10
Seeking social support: 18
Self-controlling: 8
",93,8,7,3,9,10,13,18,8,c52185542f2ce14a69d8aea269afd1c65e991da39da09ac59f00dd34e11e2776,h93pam3apq,0,198,0,10
"The Ways of Coping",0,pre_study,1606731284792,7.555166666666667,NULL,"Accepting responsibility: 6
Confrontive Coping: 5
Distancing: 5
Escape-Avoidance: 5
Positive reappraisal: 8
Planful problem-solving: 15
Seeking social support: 4
Self-controlling: 10
",80,6,5,5,5,15,8,4,10,436cd7daabb4ce82a7947d6d3c56bb7762624b65f57da972e090f3d248397a30,sl3h3vbcww,0,198,0,10
"The Ways of Coping",0,pre_study,1606734523830,11.130216666666668,NULL,"Accepting responsibility: 2
Confrontive Coping: 3
Distancing: 2
Escape-Avoidance: 2
Positive reappraisal: 8
Planful problem-solving: 5
Seeking social support: 5
Self-controlling: 3
",40,2,3,2,2,5,8,5,3,3b9a831986517260e5129351e3822994317c45f1eb98176fe7bd739c569819ac,yp5uzbq2tw,0,198,0,10
"The Ways of Coping",0,pre_study,1606738856326,14.912816666666666,NULL,"Accepting responsibility: 6
Confrontive Coping: 8
Distancing: 5
Escape-Avoidance: 3
Positive reappraisal: 11
Planful problem-solving: 14
Seeking social support: 12
Self-controlling: 6
",84,6,8,5,3,14,11,12,6,71018dcd88b73f8441b802686fb9a3aab4d77250696eb32af0b5c4c299af0b43,8v4oily10f,5248,198,0,10
"The Ways of Coping",0,pre_study,1606745722431,8.8785,NULL,"Accepting responsibility: 2
Confrontive Coping: 5
Distancing: 2
Escape-Avoidance: 0
Positive reappraisal: 6
Planful problem-solving: 10
Seeking social support: 4
Self-controlling: 7
",45,2,5,2,0,10,6,4,7,b39eab61c36610e3bebb4418d2e5de5f0a14f4ef4be10d015503e02a06c114b6,thwcjv9ugq,0,198,0,10
"The Ways of Coping",0,pre_study,1606761999863,251.74225,NULL,"Accepting responsibility: 9
Confrontive Coping: 9
Distancing: 3
Escape-Avoidance: 4
Positive reappraisal: 17
Planful problem-solving: 13
Seeking social support: 16
Self-controlling: 13
",115,9,9,3,4,13,17,16,13,b0264afde68f03c37bd9dea1990eba20a1fe9582d13c90e34eb6ecf6822a2f20,yrdvtnnqim,39291574,198,0,10
"The Ways of Coping",1,pre_study,1606764601950,4.898766666666667,NULL,"Accepting responsibility: 4
Confrontive Coping: 8
Distancing: 7
Escape-Avoidance: 9
Positive reappraisal: 5
Planful problem-solving: 9
Seeking social support: 9
Self-controlling: 11
",88,4,8,7,9,9,5,9,11,2dd7eb7209f82a9d7fbaaca7638502d79c1c83a849e29c40bffc52772f78a20e,vdq0tkb0x0,0,198,0,10
"The Ways of Coping",1,pre_study,1606798820325,13.05995,NULL,"Accepting responsibility: 8
Confrontive Coping: 4
Distancing: 9
Escape-Avoidance: 12
Positive reappraisal: 9
Planful problem-solving: 7
Seeking social support: 15
Self-controlling: 3
",101,8,4,9,12,7,9,15,3,4663976487f2ff2abe359d588f474dc34fab9da456d09ec89762c17936615c57,xpbopk7swe,0,198,0,10
"The Ways of Coping",0,pre_study,1606818444786,17.348183333333335,NULL,"Accepting responsibility: 10
Confrontive Coping: 11
Distancing: 10
Escape-Avoidance: 7
Positive reappraisal: 16
Planful problem-solving: 13
Seeking social support: 13
Self-controlling: 12
",126,10,11,10,7,13,16,13,12,7fc409705f90207de111b04f328b90961c91c9d4b78cd7b92d75683416821e8e,8f1ov6zv24,1714036,198,0,10
"The Ways of Coping",1,pre_study,1606842445598,30.293366666666667,NULL,"Accepting responsibility: 4
Confrontive Coping: 9
Distancing: 7
Escape-Avoidance: 12
Positive reappraisal: 7
Planful problem-solving: 10
Seeking social support: 9
Self-controlling: 6
",85,4,9,7,12,10,7,9,6,6b7cf26a9af94d863464960547069c56d984b97f16a832f2d86f5a58d11a09b4,837c6ow0ju,0,198,0,10
"The Ways of Coping",0,pre_study,1606852018230,7.1028,NULL,"Accepting responsibility: 5
Confrontive Coping: 7
Distancing: 10
Escape-Avoidance: 9
Positive reappraisal: 10
Planful problem-solving: 11
Seeking social support: 9
Self-controlling: 6
",88,5,7,10,9,11,10,9,6,4daf14f867c2111e1b2266e5a6b25e1f4aa02c500f9d8e4c7ad1acb2a1b9f2ed,hjfecbw2rr,0,198,0,10
"The Ways of Coping",0,pre_study,1606893222002,9.766583333333333,NULL,"Accepting responsibility: 3
Confrontive Coping: 5
Distancing: 3
Escape-Avoidance: 1
Positive reappraisal: 5
Planful problem-solving: 8
Seeking social support: 4
Self-controlling: 4
",41,3,5,3,1,8,5,4,4,2a6251b6aaabd85aeeec89377bfd373532df87cab70eb2ae88305f21f8647da8,l1ppwqd3zc,0,198,0,10
"The Ways of Coping",0,pre_study,1606908437954,19.357516666666665,NULL,"Accepting responsibility: 3
Confrontive Coping: 4
Distancing: 4
Escape-Avoidance: 8
Positive reappraisal: 4
Planful problem-solving: 8
Seeking social support: 6
Self-controlling: 6
",62,3,4,4,8,8,4,6,6,fec7ef517e6b90edafeb3084da341d531684a6329d08745fea8180fe42d93c3e,edq27qlele,357465,198,0,10
"The Ways of Coping",0,pre_study,1606930159903,11.622683333333333,NULL,"Accepting responsibility: 0
Confrontive Coping: 6
Distancing: 3
Escape-Avoidance: 16
Positive reappraisal: 17
Planful problem-solving: 15
Seeking social support: 6
Self-controlling: 5
",86,0,6,3,16,15,17,6,5,11d3ae5a43e9bacb36e71a6aa1434bec1471ff7c8538836ccb60e61a76867096,8k1s2cgtle,50659,198,0,10
"The Ways of Coping",0,pre_study,1607026672924,6.2432,NULL,"Accepting responsibility: 4
Confrontive Coping: 7
Distancing: 7
Escape-Avoidance: 10
Positive reappraisal: 8
Planful problem-solving: 9
Seeking social support: 10
Self-controlling: 5
",85,4,7,7,10,9,8,10,5,25774e5d63e02c9dc52994cb1ebbb071081056a64abb5dc2ba037fca9bb346a4,x169a99hux,0,198,0,10
"The Ways of Coping",0,pre_study,1607032675022,6.640866666666667,NULL,"Accepting responsibility: 2
Confrontive Coping: 5
Distancing: 6
Escape-Avoidance: 7
Positive reappraisal: 10
Planful problem-solving: 13
Seeking social support: 13
Self-controlling: 7
",90,2,5,6,7,13,10,13,7,f46b2510c4df24921607525d89459a6ce2edb10b6237ac7485a37b925efcf32b,gjxl4t7zai,0,198,0,10
"The Ways of Coping",0,pre_study,1607067006244,6.747683333333334,NULL,"Accepting responsibility: 4
Confrontive Coping: 6
Distancing: 9
Escape-Avoidance: 8
Positive reappraisal: 11
Planful problem-solving: 8
Seeking social support: 8
Self-controlling: 8
",94,4,6,9,8,8,11,8,8,8250df328b149e879cd89233d7314fe57908460d87e65151c631d447582f6891,0q961b46p7,0,198,0,10
"The Ways of Coping",0,pre_study,1607081263958,10.98995,NULL,"Accepting responsibility: 7
Confrontive Coping: 3
Distancing: 5
Escape-Avoidance: 16
Positive reappraisal: 3
Planful problem-solving: 2
Seeking social support: 5
Self-controlling: 7
",68,7,3,5,16,2,3,5,7,645821990af43877ca40e6cac435b4e466d54268ef1dc6d6c0258ad9d0f9b259,8zgtekxflu,0,198,0,10
"The Ways of Coping",0,pre_study,1607196679109,13.6633,NULL,"Accepting responsibility: 4
Confrontive Coping: 4
Distancing: 4
Escape-Avoidance: 6
Positive reappraisal: 12
Planful problem-solving: 11
Seeking social support: 10
Self-controlling: 3
",68,4,4,4,6,11,12,10,3,91d7b9e790dd70ad286084ad165c1f9289d2d2efe1b748803d1b9679011cd63c,rdsglp04uz,13368,198,0,10
"The Ways of Coping",0,pre_study,1607508658497,9.675983333333333,NULL,"Accepting responsibility: 8
Confrontive Coping: 1
Distancing: 7
Escape-Avoidance: 8
Positive reappraisal: 2
Planful problem-solving: 1
Seeking social support: 3
Self-controlling: 5
",45,8,1,7,8,1,2,3,5,65d0e3699898cc6ab3764a5cde66fc82f929aee05b21c62a130ce2bbf430c66a,70mgnskylt,0,198,0,10
"The Ways of Coping",0,pre_study,1607520914246,13.202816666666667,NULL,"Accepting responsibility: 3
Confrontive Coping: 4
Distancing: 3
Escape-Avoidance: 5
Positive reappraisal: 11
Planful problem-solving: 6
Seeking social support: 5
Self-controlling: 3
",59,3,4,3,5,6,11,5,3,6846572226a58dccaf55203b6002beb53346ccbf4fc33d2c521e03302ad46390,87uk75u688,0,198,0,10
"The Ways of Coping",0,pre_study,1607539392613,9.072733333333334,NULL,"Accepting responsibility: 6
Confrontive Coping: 6
Distancing: 11
Escape-Avoidance: 11
Positive reappraisal: 2
Planful problem-solving: 5
Seeking social support: 3
Self-controlling: 4
",75,6,6,11,11,5,2,3,4,85a0564aed0b8b7fbd793bbc2dbb783dc0f6892e683d7d3aa41a9169ec989511,v6ryqo4obh,0,198,0,10
"The Ways of Coping",2,pre_study,1607672683426,9.58365,NULL,"Accepting responsibility: 10
Confrontive Coping: 8
Distancing: 8
Escape-Avoidance: 11
Positive reappraisal: 5
Planful problem-solving: 10
Seeking social support: 5
Self-controlling: 9
",92,10,8,8,11,10,5,5,9,eac2cf24f6c90cc022a595720d9c4d2abb6e6329ff82246e0f1f1f63c485e2bc,888evb1tph,0,198,0,10
"The Ways of Coping",0,pre_study,1607769983819,9.054183333333333,NULL,"Accepting responsibility: 6
Confrontive Coping: 10
Distancing: 7
Escape-Avoidance: 6
Positive reappraisal: 7
Planful problem-solving: 12
Seeking social support: 12
Self-controlling: 9
",90,6,10,7,6,12,7,12,9,6210de49da440c7e1719cc15401b6aba2d5953f2edbb99ca16d05d92e7e0c558,3qcad9eyu1,0,198,0,10
"The Ways of Coping",1,pre_study,1607807284381,4.320166666666666,NULL,"Accepting responsibility: 3
Confrontive Coping: 5
Distancing: 6
Escape-Avoidance: 8
Positive reappraisal: 6
Planful problem-solving: 5
Seeking social support: 5
Self-controlling: 4
",56,3,5,6,8,5,6,5,4,77773132aa2136dd6f2f510b8ba15fa83e2936e94794ff7b4860c6c6ce8e32c1,xyjgxq0q3f,0,198,0,10
"The Ways of Coping",0,pre_study,1607811415344,10.6896,NULL,"Accepting responsibility: 7
Confrontive Coping: 4
Distancing: 6
Escape-Avoidance: 8
Positive reappraisal: 5
Planful problem-solving: 2
Seeking social support: 11
Self-controlling: 5
",68,7,4,6,8,2,5,11,5,79afb0d34941a670ca263309b45490feb0a41cc6166f7859e4b90f3a5dcd3d6c,hctoiloc1v,10322,198,0,10
"The Ways of Coping",0,pre_study,1607967612701,4.9461,NULL,"Accepting responsibility: 4
Confrontive Coping: 6
Distancing: 5
Escape-Avoidance: 7
Positive reappraisal: 4
Planful problem-solving: 9
Seeking social support: 6
Self-controlling: 8
",68,4,6,5,7,9,4,6,8,51ae0a44cd694f5c86e913e8fc217369dca23165da4891cb3c5c5aebca330bb9,0wmvy7u7k8,0,198,0,10
"The Ways of Coping",0,pre_study,1608033273955,7.2846,NULL,"Accepting responsibility: 3
Confrontive Coping: 4
Distancing: 5
Escape-Avoidance: 3
Positive reappraisal: 5
Planful problem-solving: 12
Seeking social support: 11
Self-controlling: 6
",66,3,4,5,3,12,5,11,6,0540d958c82312ca6ec551244925b0707f26514414150f1318ee665273bb891d,wo67uv18u3,0,198,0,10
"The Ways of Coping",0,pre_study,1608106078602,39.659283333333335,NULL,"Accepting responsibility: 2
Confrontive Coping: 9
Distancing: 5
Escape-Avoidance: 4
Positive reappraisal: 5
Planful problem-solving: 12
Seeking social support: 9
Self-controlling: 10
",78,2,9,5,4,12,5,9,10,9d1408ecc7c442c8d2ab8018dae5e5fb7ad76800f4d86af11f3ba6beb2e42b26,ocwqjoptp0,3926150,198,0,10
"The Ways of Coping",0,pre_study,1608110979315,8.1823,NULL,"Accepting responsibility: 4
Confrontive Coping: 4
Distancing: 6
Escape-Avoidance: 7
Positive reappraisal: 3
Planful problem-solving: 6
Seeking social support: 5
Self-controlling: 7
",58,4,4,6,7,6,3,5,7,37990bf0934a9b913e8a41f67da75a1dcfe7f15352b04ca82217e5f88481ff61,ht42ixmvxm,0,198,0,10
"The Ways of Coping",0,pre_study,1608145606240,9.308583333333333,NULL,"Accepting responsibility: 7
Confrontive Coping: 8
Distancing: 2
Escape-Avoidance: 9
Positive reappraisal: 10
Planful problem-solving: 4
Seeking social support: 9
Self-controlling: 10
",78,7,8,2,9,4,10,9,10,f1af1384c6adc13b35e53d65cd2702bc00b6e911e60b1180402388c63d2c66a6,c1js8bs363,0,198,0,10
"The Ways of Coping",0,pre_study,1608182587741,7.8023,NULL,"Accepting responsibility: 8
Confrontive Coping: 9
Distancing: 11
Escape-Avoidance: 10
Positive reappraisal: 5
Planful problem-solving: 10
Seeking social support: 8
Self-controlling: 7
",103,8,9,11,10,10,5,8,7,67950e0938c4e5b8e8ea0a999933df1f412596e960e7012633e237c962896d95,p1mt1pq8zv,0,198,0,10
"The Ways of Coping",0,pre_study,1608363120172,8.579,NULL,"Accepting responsibility: 7
Confrontive Coping: 4
Distancing: 9
Escape-Avoidance: 12
Positive reappraisal: 10
Planful problem-solving: 10
Seeking social support: 8
Self-controlling: 11
",98,7,4,9,12,10,10,8,11,fa87d85751afd160d40b811d05f29de9512d0154338d2012ad144f4625c53b86,zg68dmdden,0,198,0,10
"The Ways of Coping",0,pre_study,1609264717632,9.241983333333334,NULL,"Accepting responsibility: 3
Confrontive Coping: 4
Distancing: 8
Escape-Avoidance: 9
Positive reappraisal: 3
Planful problem-solving: 4
Seeking social support: 9
Self-controlling: 7
",73,3,4,8,9,4,3,9,7,3e4b005e288b1ae145e33c0eee13513306fde12d4f5e42591733ae29f7eaf108,5p9b0ewqkd,0,198,0,10
"The Ways of Coping",0,pre_study,1609710003119,28.552483333333335,NULL,"Accepting responsibility: 4
Confrontive Coping: 5
Distancing: 5
Escape-Avoidance: 8
Positive reappraisal: 8
Planful problem-solving: 10
Seeking social support: 8
Self-controlling: 5
",76,4,5,5,8,10,8,8,5,b9551313859f1624d731d93cb2ca46037ddaaf4dd513a52e869b7d8304800597,xriu0r4kqx,823322,198,0,10
"The Ways of Coping",0,pre_study,1609842043980,7.7723,NULL,"Accepting responsibility: 8
Confrontive Coping: 3
Distancing: 10
Escape-Avoidance: 12
Positive reappraisal: 1
Planful problem-solving: 5
Seeking social support: 8
Self-controlling: 8
",80,8,3,10,12,5,1,8,8,18a03913f7b493c24af7f1453ac347801db20cb5bb16f2ee907ffff10d14dba5,lmn8a32g5t,0,198,0,10
"The Ways of Coping",0,pre_study,1610019562936,18.20318333333333,NULL,"Accepting responsibility: 1
Confrontive Coping: 3
Distancing: 4
Escape-Avoidance: 8
Positive reappraisal: 0
Planful problem-solving: 11
Seeking social support: 1
Self-controlling: 9
",54,1,3,4,8,11,0,1,9,7a2f9ae4039ea87f8276fd112683cef6dec4871841867c796054086c9238ce6a,7gg78c76cb,2265931,198,0,10
"The Ways of Coping",0,pre_study,1610060233507,14.524066666666666,NULL,"Accepting responsibility: 6
Confrontive Coping: 10
Distancing: 7
Escape-Avoidance: 9
Positive reappraisal: 7
Planful problem-solving: 8
Seeking social support: 9
Self-controlling: 6
",81,6,10,7,9,8,7,9,6,466e2f791335164fc3efd52ef0a3d0e5769708032779b1f167b27c1d3fa32855,zk6r5cn7u2,0,198,0,10
"The Ways of Coping",0,pre_study,1610149990058,15.628766666666667,NULL,"Accepting responsibility: 6
Confrontive Coping: 5
Distancing: 14
Escape-Avoidance: 14
Positive reappraisal: 5
Planful problem-solving: 3
Seeking social support: 7
Self-controlling: 9
",88,6,5,14,14,3,5,7,9,c37c586c3820976787b8a848b3d7c5946458e68b581c704e325f18a402f76c3e,as174ikjj3,0,198,0,10
"The Ways of Coping",0,pre_study,1610480517180,8.620466666666667,NULL,"Accepting responsibility: 9
Confrontive Coping: 12
Distancing: 3
Escape-Avoidance: 13
Positive reappraisal: 8
Planful problem-solving: 3
Seeking social support: 6
Self-controlling: 8
",91,9,12,3,13,3,8,6,8,3150658f122ef1171f812cb4955f81fc0dd7faeff077a6bf30fac04637ff8f2f,vpxe7m8x9j,3681,198,0,10
"The Ways of Coping",1,pre_study,1610714376792,7.23395,NULL,"Accepting responsibility: 11
Confrontive Coping: 10
Distancing: 16
Escape-Avoidance: 18
Positive reappraisal: 8
Planful problem-solving: 13
Seeking social support: 7
Self-controlling: 13
",129,11,10,16,18,13,8,7,13,1dd40e8f2e46828d09ef682fea395947699e1cd1fbe07d66120f8ca9a5e4f4d3,apefr35hgq,0,198,0,10
"The Ways of Coping",0,pre_study,1610918059215,11.5452,NULL,"Accepting responsibility: 1
Confrontive Coping: 3
Distancing: 2
Escape-Avoidance: 3
Positive reappraisal: 4
Planful problem-solving: 5
Seeking social support: 3
Self-controlling: 5
",38,1,3,2,3,5,4,3,5,221f964c0faadbd20ab644fd3993836a98e447b2c8ab27b175241558bc5f7ef7,5x288lo6h1,0,198,0,10
"The Ways of Coping",1,pre_study,1611504130125,11.0757,NULL,"Accepting responsibility: 8
Confrontive Coping: 7
Distancing: 11
Escape-Avoidance: 17
Positive reappraisal: 12
Planful problem-solving: 15
Seeking social support: 7
Self-controlling: 9
",114,8,7,11,17,15,12,7,9,92d72b619f143c8d49234d7083133c856416b9cb0a574f0550e1a3eb4936e868,1d136r14ub,0,198,0,10
"The Ways of Coping",0,pre_study,1611932551028,5.4239,NULL,"Accepting responsibility: 7
Confrontive Coping: 11
Distancing: 11
Escape-Avoidance: 11
Positive reappraisal: 12
Planful problem-solving: 12
Seeking social support: 10
Self-controlling: 10
",112,7,11,11,11,12,12,10,10,9517d4cce887b01a7438d6f447c17c73d978f04601d6e6b2828442e4783a6651,g9juwhg68e,0,198,0,10
"The Ways of Coping",1,pre_study,1611673357623,9.790066666666666,NULL,"Accepting responsibility: 2
Confrontive Coping: 7
Distancing: 3
Escape-Avoidance: 5
Positive reappraisal: 7
Planful problem-solving: 8
Seeking social support: 11
Self-controlling: 7
",72,2,7,3,5,8,7,11,7,3e9b86c146f60353f946e908fd9420ac109850f6f28fc837d22b1a1201fc66f4,b36squ3x3c,0,198,0,10
"The Ways of Coping",0,pre_study,1611974264425,4.89735,NULL,"Accepting responsibility: 5
Confrontive Coping: 4
Distancing: 7
Escape-Avoidance: 11
Positive reappraisal: 1
Planful problem-solving: 9
Seeking social support: 3
Self-controlling: 11
",72,5,4,7,11,9,1,3,11,fb25dbd77a8d75e8f93fe12eb5e33a5f90f990c4aa1e0a8b7653fa06200df61c,d9lmepch3a,0,198,0,10
"The Ways of Coping",1,pre_study,1612286379480,19.2196,NULL,"Accepting responsibility: 3
Confrontive Coping: 12
Distancing: 3
Escape-Avoidance: 5
Positive reappraisal: 15
Planful problem-solving: 15
Seeking social support: 13
Self-controlling: 6
",88,3,12,3,5,15,15,13,6,6b7fce52265e74f411be7ee9e59f95505b42c3ba60a8da50134c3542258f5d10,hp95x1anco,0,198,0,10
"The Ways of Coping",0,pre_study,1612467709607,8.269016666666667,NULL,"Accepting responsibility: 3
Confrontive Coping: 6
Distancing: 5
Escape-Avoidance: 4
Positive reappraisal: 13
Planful problem-solving: 7
Seeking social support: 9
Self-controlling: 6
",69,3,6,5,4,7,13,9,6,1f35bb3b850c6c68fac6fd34bd72882171c2c995d966e7ec626f5975f1981759,ycsffn8v6m,0,198,0,10
"The Ways of Coping",0,pre_study,1612625099989,3.3594166666666667,NULL,"Accepting responsibility: 10
Confrontive Coping: 6
Distancing: 3
Escape-Avoidance: 9
Positive reappraisal: 7
Planful problem-solving: 5
Seeking social support: 5
Self-controlling: 5
",63,10,6,3,9,5,7,5,5,4a3e658555149a350afffbdc3215bd022632bc5097ee3d2b2b3add76cd717962,yc2bluganm,0,198,0,10
"The Ways of Coping",0,pre_study,1613053505694,5.15175,NULL,"Accepting responsibility: 7
Confrontive Coping: 3
Distancing: 10
Escape-Avoidance: 11
Positive reappraisal: 1
Planful problem-solving: 9
Seeking social support: 5
Self-controlling: 10
",81,7,3,10,11,9,1,5,10,47abb2ad8bcf0d32785eb9933312a1e34bdac0e3d77056d4185a2ca541c0271d,it8pgqcxwt,0,198,0,10
"The Ways of Coping",0,pre_study,1613110139012,58.09915,NULL,"Accepting responsibility: 4
Confrontive Coping: 7
Distancing: 3
Escape-Avoidance: 4
Positive reappraisal: 1
Planful problem-solving: 8
Seeking social support: 11
Self-controlling: 5
",67,4,7,3,4,8,1,11,5,5b1c3571f491e37cc9ec0d143f195e4fad6a3161c33e0ceea4bd7d131694b929,fo8503qxqe,10318799,198,0,10
"The Ways of Coping",1,pre_study,1613599375706,5.488,NULL,"Accepting responsibility: 4
Confrontive Coping: 2
Distancing: 5
Escape-Avoidance: 11
Positive reappraisal: 6
Planful problem-solving: 8
Seeking social support: 13
Self-controlling: 6
",75,4,2,5,11,8,6,13,6,c8a362e5776589c67e4945c31fcfa2ac28f68b1c0af3205fa37ac80967b2e0e1,tcbz1etmqg,883,198,0,10
"The Ways of Coping",1,pre_study,1615017829337,12.375516666666666,NULL,"Accepting responsibility: 8
Confrontive Coping: 10
Distancing: 4
Escape-Avoidance: 16
Positive reappraisal: 10
Planful problem-solving: 10
Seeking social support: 10
Self-controlling: 12
",111,8,10,4,16,10,10,10,12,31a68681dc276f8173a7f811782ea0cd79a9e444b57f9feb593d7cb061e07c56,7608oxdzi5,0,198,0,10
"The Ways of Coping",1,pre_study,1615077864419,7.340533333333333,NULL,"Accepting responsibility: 1
Confrontive Coping: 4
Distancing: 17
Escape-Avoidance: 16
Positive reappraisal: 16
Planful problem-solving: 10
Seeking social support: 0
Self-controlling: 11
",120,1,4,17,16,10,16,0,11,d99a8fc91991aea55381f3ed3e5cc8b095b7dd17aa8f299cdda66b8b65bc676d,0xhoxqdrar,0,198,0,10
"The Ways of Coping",1,pre_study,1615185887731,9.80195,NULL,"Accepting responsibility: 3
Confrontive Coping: 9
Distancing: 5
Escape-Avoidance: 8
Positive reappraisal: 6
Planful problem-solving: 12
Seeking social support: 5
Self-controlling: 6
",72,3,9,5,8,12,6,5,6,b7a28b472e603935acfa58d079785fc5d7716caab27f7305c5d80b4cd87e101f,pl7jne0o5p,21702,198,0,10
